well,id,well-id,group,cell_type,drug,drug_conc,drug_conc_units,column,last_tp,last_time,death_cause,censored,event
A03,63,A03-63,some-dna3,cortical,NA,NA,NA,03,1,24,unfound,1,TRUE
A03,64,A03-64,some-dna3,cortical,NA,NA,NA,03,10,239,NA,0,FALSE
A03,65,A03-65,some-dna3,cortical,NA,NA,NA,03,1,24,unfound,1,TRUE
A03,66,A03-66,some-dna3,cortical,NA,NA,NA,03,2,47,unfound,1,TRUE
A03,67,A03-67,some-dna3,cortical,NA,NA,NA,03,10,239,NA,0,FALSE
A03,68,A03-68,some-dna3,cortical,NA,NA,NA,03,2,47,unfound,1,TRUE
A03,69,A03-69,some-dna3,cortical,NA,NA,NA,03,3,71,unfound,1,TRUE
A03,70,A03-70,some-dna3,cortical,NA,NA,NA,03,1,24,unfound,1,TRUE
A04,1,A04-1,some-dna4,cortical,NA,NA,NA,04,2,47,unfound,1,TRUE
A04,2,A04-2,some-dna4,cortical,NA,NA,NA,04,4,107,unfound,1,TRUE
A04,3,A04-3,some-dna4,cortical,NA,NA,NA,04,1,24,unfound,1,TRUE
A04,4,A04-4,some-dna4,cortical,NA,NA,NA,04,1,24,unfound,1,TRUE
A04,5,A04-5,some-dna4,cortical,NA,NA,NA,04,7,167,unfound,1,TRUE
A04,6,A04-6,some-dna4,cortical,NA,NA,NA,04,8,191,unfound,1,TRUE
A04,7,A04-7,some-dna4,cortical,NA,NA,NA,04,10,239,NA,0,FALSE
A04,8,A04-8,some-dna4,cortical,NA,NA,NA,04,10,239,NA,0,FALSE
A04,9,A04-9,some-dna4,cortical,NA,NA,NA,04,10,239,NA,0,FALSE
A04,10,A04-10,some-dna4,cortical,NA,NA,NA,04,1,24,unfound,1,TRUE
A04,11,A04-11,some-dna4,cortical,NA,NA,NA,04,8,191,unfound,1,TRUE
A04,12,A04-12,some-dna4,cortical,NA,NA,NA,04,1,24,unfound,1,TRUE
A04,13,A04-13,some-dna4,cortical,NA,NA,NA,04,2,47,unfound,1,TRUE
A04,14,A04-14,some-dna4,cortical,NA,NA,NA,04,10,239,NA,0,FALSE
A04,15,A04-15,some-dna4,cortical,NA,NA,NA,04,7,167,unfound,1,TRUE
A04,16,A04-16,some-dna4,cortical,NA,NA,NA,04,4,107,unfound,1,TRUE
A04,17,A04-17,some-dna4,cortical,NA,NA,NA,04,1,24,unfound,1,TRUE
A04,18,A04-18,some-dna4,cortical,NA,NA,NA,04,1,24,unfound,1,TRUE
A04,19,A04-19,some-dna4,cortical,NA,NA,NA,04,1,24,unfound,1,TRUE
A04,20,A04-20,some-dna4,cortical,NA,NA,NA,04,1,24,unfound,1,TRUE
A04,21,A04-21,some-dna4,cortical,NA,NA,NA,04,2,47,unfound,1,TRUE
A04,22,A04-22,some-dna4,cortical,NA,NA,NA,04,7,167,unfound,1,TRUE
A04,23,A04-23,some-dna4,cortical,NA,NA,NA,04,10,239,NA,0,FALSE
A04,24,A04-24,some-dna4,cortical,NA,NA,NA,04,7,167,unfound,1,TRUE
A04,25,A04-25,some-dna4,cortical,NA,NA,NA,04,10,239,NA,0,FALSE
A04,26,A04-26,some-dna4,cortical,NA,NA,NA,04,1,24,unfound,1,TRUE
A04,27,A04-27,some-dna4,cortical,NA,NA,NA,04,1,24,unfound,1,TRUE
A04,28,A04-28,some-dna4,cortical,NA,NA,NA,04,8,191,unfound,1,TRUE
A04,29,A04-29,some-dna4,cortical,NA,NA,NA,04,7,167,unfound,1,TRUE
A04,30,A04-30,some-dna4,cortical,NA,NA,NA,04,10,239,NA,0,FALSE
A04,31,A04-31,some-dna4,cortical,NA,NA,NA,04,8,191,unfound,1,TRUE
A04,32,A04-32,some-dna4,cortical,NA,NA,NA,04,1,24,unfound,1,TRUE
A04,33,A04-33,some-dna4,cortical,NA,NA,NA,04,1,24,unfound,1,TRUE
A04,34,A04-34,some-dna4,cortical,NA,NA,NA,04,3,71,unfound,1,TRUE
A04,35,A04-35,some-dna4,cortical,NA,NA,NA,04,10,239,NA,0,FALSE
A04,36,A04-36,some-dna4,cortical,NA,NA,NA,04,4,107,unfound,1,TRUE
A04,37,A04-37,some-dna4,cortical,NA,NA,NA,04,6,143,unfound,1,TRUE
A04,38,A04-38,some-dna4,cortical,NA,NA,NA,04,1,24,unfound,1,TRUE
A04,39,A04-39,some-dna4,cortical,NA,NA,NA,04,3,71,unfound,1,TRUE
A04,40,A04-40,some-dna4,cortical,NA,NA,NA,04,9,215,unfound,1,TRUE
A04,41,A04-41,some-dna4,cortical,NA,NA,NA,04,5,131,unfound,1,TRUE
A04,42,A04-42,some-dna4,cortical,NA,NA,NA,04,2,47,unfound,1,TRUE
A04,43,A04-43,some-dna4,cortical,NA,NA,NA,04,1,24,unfound,1,TRUE
A04,44,A04-44,some-dna4,cortical,NA,NA,NA,04,3,71,unfound,1,TRUE
A04,45,A04-45,some-dna4,cortical,NA,NA,NA,04,4,107,unfound,1,TRUE
A04,46,A04-46,some-dna4,cortical,NA,NA,NA,04,1,24,unfound,1,TRUE
A04,47,A04-47,some-dna4,cortical,NA,NA,NA,04,1,24,unfound,1,TRUE
A04,48,A04-48,some-dna4,cortical,NA,NA,NA,04,1,24,unfound,1,TRUE
A04,49,A04-49,some-dna4,cortical,NA,NA,NA,04,10,239,NA,0,FALSE
A04,50,A04-50,some-dna4,cortical,NA,NA,NA,04,3,71,unfound,1,TRUE
A04,51,A04-51,some-dna4,cortical,NA,NA,NA,04,4,107,unfound,1,TRUE
A04,52,A04-52,some-dna4,cortical,NA,NA,NA,04,3,71,unfound,1,TRUE
A04,53,A04-53,some-dna4,cortical,NA,NA,NA,04,10,239,NA,0,FALSE
A04,54,A04-54,some-dna4,cortical,NA,NA,NA,04,3,71,unfound,1,TRUE
A04,55,A04-55,some-dna4,cortical,NA,NA,NA,04,10,239,NA,0,FALSE
A04,56,A04-56,some-dna4,cortical,NA,NA,NA,04,10,239,NA,0,FALSE
