PlateID,Description,Email,Plate type,Montage XY,Tile overlap,Objective,Transfection date,Transfection time,Primary channel,ICC,ICC start,Brightfield,Make Stacks,FP1 Frames,FP1 ms_per_frames (ms),FP2 Frames,FP2 ms_per_frames (ms),FP3 Frames,FP3 ms_per_frames (ms),FP4 Frames,FP4 ms_per_frames (ms),Use DMD,Pattern channel,Pattern exposure,i1,i2,i3,t1,t2,t3,control group,microscope,binning,specify_coordinates,,,,
8 191 9/5/2018,A08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
9 215 9/6/2018,A09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
10 239 9/7/2018,A10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
0,A11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
0,A12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,B01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,B02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
0,B03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
0,B04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
0,B05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
0,B06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
0,B07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
0,B08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
0,B09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
0,B10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
0,B11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
0,B12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,C01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,C02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
0,C03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
0,C04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
0,C05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
0,C06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
0,C07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
0,C08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
0,C09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
0,C10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
0,C11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
0,C12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,D01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,D02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
0,D03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
0,D04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
0,D05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
0,D06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
0,D07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
0,D08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
0,D09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
0,D10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
0,D11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
0,D12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,E01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,E02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41
0,E03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
0,E04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
0,E05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
0,E06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
0,E07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
0,E08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
0,E09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
0,E10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49
0,E11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
0,E12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,F01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,F02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
0,F03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
0,F04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
0,F05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57
0,F06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56
0,F07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
0,F08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
0,F09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53
0,F10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
0,F11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51
0,F12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,G01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,G02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61
0,G03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62
0,G04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
0,G05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
0,G06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
0,G07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66
0,G08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67
0,G09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68
0,G10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69
0,G11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70
0,G12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,H01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,H02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
0,H03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79
0,H04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78
0,H05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77
0,H06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76
0,H07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
0,H08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74
0,H09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73
0,H10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72
0,H11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71
0,H12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RFP,75,GFP,75,DAPI,125,0,0,Rat,cortical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
